filename,text_chunk,author
MITHRIDATE.pdf,vous évite,Racine
BRITANNICUS.pdf,un siècle où lon fait vanité des moindres choses mais je me laisse emporter insensiblement à la,Racine
ILLUSIONCOMIQUE.pdf,sestil laissé prendre isabelle en montant lescalier je len ai vu descendre matamore lautre jour au,Corneille
ILLUSIONCOMIQUE.pdf,retourne en ton pays chercher avec tes biens lhonneur dun rang pareil à celui que tu tiens de quel,Corneille
BAJAZET.pdf,peutêtre en la voyant plus sensible pour elle il a vu dans ses yeux quelque grâce nouvelle,Racine
HORACE.pdf,présentes tous exploits nécessaires sans demander autre permission car tel est notre bon plaisir,Corneille
IPHIGENIE.pdf,ériphile je ne vous presse point madame de nous suivre en de plus chères mains ma retraite vous,Racine
CID.pdf,présence va ne texpose point aux premiers mouvements que poussera lardeur de ses ressentiments,Corneille
ILLUSIONCOMIQUE.pdf,métier quil a pris est meilleur que le mien il est vrai que dabord mon âme sest émue jai cru la,Corneille
PHEDRE.pdf,physionomie de ce personnage il a trop soigneusement poli quon nous permette de le dire les,Racine
ANDROMAQUE.pdf,est sensible oreste a des vertus il sait aimer du moins et même sans quon laime et peutêtre il,Racine
IPHIGENIE.pdf,presentation des éditions du theâtre classique les éditions sappuient sur les éditions originales,Racine
BAJAZET.pdf,dernière atalide zaïre atalide enfin cen est donc fait et par mes artifices mes injustes soupçons,Racine
PHEDRE.pdf,mers en être séparée jai même défendu par une expresse loi quon osât prononcer votre nom devant moi,Racine
CINNA.pdf,trouble et jamais de repos sylla ma précédé dans ce pouvoir suprême le grand césar mon père en a,Corneille
PHEDRE.pdf,jalousie semblable à celle de ces peintres scélérats dont les mains odieuses défigurèrent les plus,Racine
PHEDRE.pdf,misérable et je vis et je soutiens la vue de ce sacré soleil dont je suis descendue jai pour aïeul,Racine
PHEDRE.pdf,plus prompte affronter mille morts mais puisque je vous perds sans ce triste remède votre vie est,Racine
BAJAZET.pdf,ottomans ce redoutable écueil de tous ses défenseurs devenu le cercueil du danube asservi les rives,Racine
CID.pdf,en ta défense crois que dorénavant chimène a beau parler je ne lécoute plus que pour la consoler,Corneille
MORTPOMPEE.pdf,je sais quelle est ta flamme et quelles sont ses forces que tu nignores pas comme on fait les,Corneille
IPHIGENIE.pdf,en eût marqué la fin fille dagamemnon cest moi qui la première seigneur vous appelai de ce doux nom,Racine
MITHRIDATE.pdf,et qui de mes secrets ne peut être éclairci mais vous seigneur mais vous me traitezvous ainsi,Racine
MITHRIDATE.pdf,dissimuler ma douleur pour se taire a trop de violence un rigoureux devoir me condamne au silence,Racine
MITHRIDATE.pdf,arbate jetant le poison cessez vous disje et laissezmoi madame exécuter les volontés du roi vivez,Racine
IPHIGENIE.pdf,virginis aram iphianassaï turparunt sanguine foede ductores danaum etc et clytemnestre dit dans,Racine
ANDROMAQUE.pdf,savoir dans son coeur sil en devait sortir coupable ou spectateur hermione non non il les verra,Racine
ANDROMAQUE.pdf,quentre vos mains seigneur il voulût la remettre non que de sa conquête il paraisse flatté pour la,Racine
ATHALIE.pdf,les prêtres ne pouvaient suffire aux sacrifices laudace dune femme arrêtant ce concours en des,Racine
IPHIGENIE.pdf,vous navezvous rien seigneur qui vous arrête agamemnon moi madame clytemnestre vos soins ontils,Racine
PHEDRE.pdf,luimême les insultes quon saviserait de leur faire le duc fut encore retenu par la crainte de,Racine
ATHALIE.pdf,espérances éternel ennemi des suprêmes puissances en lappui de ton dieu tu tétais reposé de ton,Racine
BAJAZET.pdf,roxane je ne mérite pas un si grand sacrifice je me connais madame et je me fais justice loin de,Racine
POLYEUCTE.pdf,veuille guérir je ne veux que la voir soupirer et mourir fabian vous vous échapperez sans doute en,Corneille
ILLUSIONCOMIQUE.pdf,faire ici le noble de campagne et que deux ans damour par une heureuse fin mont acquis sylvérie et,Corneille
HORACE.pdf,sont les seuls à plaindre la gloire en est pour vous et la perte pour eux il vous fait immortel et,Corneille
ATHALIE.pdf,pour les chants du choeur ce choeur est composé de jeunes filles de la tribu de lévi et je mets à,Racine
ATHALIE.pdf,séparant dune odieuse race en faveur de david voudra lui faire grâce hélas létat horrible où le,Racine
MENTEUR.pdf,quitter je nosai me fier à mes seules forces et que pour mélever à la dignité du tragique jai pris,Corneille
BAJAZET.pdf,pour un vizir mais jai plus dignement employé ce loisir jai su lui préparer des craintes et des,Racine
CINNA.pdf,cest de ma main quil prend et lencens et la coupe et je veux pour signal que cette même main lui,Corneille
CID.pdf,point affaibli cette ardeur magnanime magnanime qui a une grandeur que ta haute vertu répond à mon,Corneille
HORACE.pdf,romain pour conserver encore quelque chose dhumain horace si vous nêtes romain soyez digne de lêtre,Corneille
BRITANNICUS.pdf,lhôtel de bourgogne mithridate représentée pour le première fois le à lhôtel de bourgogne bajazet,Racine
PLACEROYALE.pdf,encore présents mempêchent dy songer je nen crains point la mort je nen crains point le change un,Corneille
PLACEROYALE.pdf,outrager je fis armes de tout afin de me venger tu toffris par hasard je tacceptai de rage je te,Corneille
CINNA.pdf,demeure toujours la fille dun proscrit les bienfaits ne font pas toujours ce que tu penses dune,Corneille
ATHALIE.pdf,fait attendre aux juifs comme un autre moïse et doracles menteurs sappuie et sautorise ces mots ont,Racine
IPHIGENIE.pdf,à haute voix se déclare contre elle et prononce à calchas sa sentence mortelle déjà pour la saisir,Racine
ANDROMAQUE.pdf,vous vers elle vous attire pyrrhus non je nai pas bien dit tout ce quil lui faut dire ma colère à,Racine
BERENICE.pdf,pas seigneur reçu ce coup cruel dans le temps que jespère un bonheur immortel quand votre heureux,Racine
HORACE.pdf,part quà la honte des nôtres et de quelque façon quun autre puisse agir qui ne nous touche point ne,Corneille
ATHALIE.pdf,reine foulée dans son sang inhumain les chiens désaltérés et de son corps hideux les membres,Racine
BERENICE.pdf,faisceaux ce peuple cette armée cette foule de rois ces consuls ce sénat qui tous de mon amant,Racine
MENTEUR.pdf,jai su de toi je me tiens trop heureux quune si belle fille si sage et si bien née entre dans ma,Corneille
PLACEROYALE.pdf,un si fâcheux marché cependant angélique à force de me plaire me flatte doucement de lespoir du,Corneille
ATHALIE.pdf,assurer ses projets inhumains chargé dindignes fers vos généreuses mains abner oui seigneur elle a,Racine
MORTPOMPEE.pdf,et juste et digne dune reine qui soutient avec coeur et magnanimité lhonneur de sa naissance et de,Corneille
MORTPOMPEE.pdf,incestueux soit à cause quaprès la guerre dalexandrie et la mort de ptolomée césar la fit épouser à,Corneille
MORTPOMPEE.pdf,atteinte je viens pour rendre hommage aux cendres dun héros quun fidèle affranchi vient darracher,Corneille
ILLUSIONCOMIQUE.pdf,après son déplorable sort adieu je vais mourir puisque mon fils est mort alcandre dun juste,Corneille
MITHRIDATE.pdf,république note fin de phrase ajoutée dans lédition de cest à savoir de sylla de lucullus et de,Racine
PHEDRE.pdf,dehors tout son discours est une véritable diatribe contre le mariage il termine par ces mots,Racine
MENTEUR.pdf,une dorante ah cervelle ignorante mais mon père survient,Corneille
PLAIDEURS.pdf,défendre tenez voilà le cas quon fait de votre exploit,Racine
PHEDRE.pdf,scène ii thèsée aracie ismène thésée dieux éclairez mon trouble et daignez à mes yeux montrer la,Racine
MORTPOMPEE.pdf,quil peut en prétendre une juste conquête nayant plus que les dieux audessus de sa tête oui reine,Corneille
POLYEUCTE.pdf,âme pauline il est toujours aimable et je suis toujours femme dans le pouvoir sur moi que ses,Corneille
CINNA.pdf,fait mon ennemi mais étant né tel je te sauvai je te mis entre mains tous tes biens et tai enfin,Corneille
IPHIGENIE.pdf,cessez de vous troubler vous nêtes point trahi quand vous commanderez vous serez obéi ma vie est,Racine
BAJAZET.pdf,seconde préface édition et suivantes sultan amurat ou sultan morat empereur des turcs celui qui,Racine
MORTPOMPEE.pdf,la gloire nen est pas toute à moi jai traduit de lucain tout ce que jy ai trouvé de propre à mon,Corneille
HORACE.pdf,pays une cruelle haine si je pouvais encore être toute romaine et si je demandais votre triomphe,Corneille
MORTPOMPEE.pdf,pas que je veuille en vous parlant contre elle rompre les sacrés noeuds dune amour fraternelle du,Corneille
RODOGUNE.pdf,timagène rempli de votre idée il madresse pour vous ces mots où lamitié règne sur le courroux une,Corneille
ILLUSIONCOMIQUE.pdf,scène iv matamore clindor matamore respect de ma maîtresse incommode vertu tyran de ma vaillance à,Corneille
CID.pdf,diègue a fait la même chose en soupirant de ne le pousser point à bout parce quil a quantité damis,Corneille
HORACE.pdf,lieu de gais julie les causes comme à vous men semblent fort obscures je ne me satisfais daucunes,Corneille
MORTPOMPEE.pdf,laver cest là quest notre grâce il nous ly faut trouver je ne vous parle plus de souffrir sans,Corneille
HORACE.pdf,avec une tendresse qui témoignait assez une entière allégresse mais il ne ma point vu par une,Corneille
HORACE.pdf,possesseur quand pour comble de joie il obtint de mon père variante les vers suivants de la fin de,Corneille
CID.pdf,souvenir de ma gloire passée oeuvre de tant de jours en un jour effacée nouvelle dignité fatale à,Corneille
BAJAZET.pdf,à ses discours un sens plus favorable bajazet va se perdre ah si comme autrefois ma rivale eut,Racine
BERENICE.pdf,hymen contraire à ses maximes dailleurs vous le savez en bannissant ses rois rome à ce nom si noble,Racine
ILLUSIONCOMIQUE.pdf,objet lesprit beau prompt accort lhumeur un peu railleuse lembonpoint ravissant la taille,Corneille
MENTEUR.pdf,quest lucrèce elle est sage et discrète à lui faire présent mes efforts seraient vains elle a le,Corneille
BAJAZET.pdf,turcs quelque modernes quils soient ont de la dignité sur notre théâtre on les regarde de bonne,Racine
MITHRIDATE.pdf,allez et soutenant lhonneur de vos aïeux dans cet embrassement recevez mes adieux pharnace seigneur,Racine
ANDROMAQUE.pdf,jugezvous que ma vue inspire des mépris quelle allume en un coeur des feux si peu durables peutêtre,Racine
PHEDRE.pdf,quelle haine endurcie pourrait en vous voyant nêtre point adoucie aije pu résister au charme,Racine
CID.pdf,mon père est loffensé si loffenseur est père de chimène,Corneille
BERENICE.pdf,je nattends pas de vous de ces sanglants exploits et je veux seulement emprunter votre voix je sais,Racine
RODOGUNE.pdf,sang il me coûte et tremble pour toimême tremble te disje et songe en dépit du traité que pour ten,Corneille
RODOGUNE.pdf,par le roi en son conseil denis il est permis à toussaint quinet marchand libraire à paris,Corneille
POLYEUCTE.pdf,éclairer mille agitations que mes troubles produisent dans mon coeur ébranlé tour à tour se,Corneille
PHEDRE.pdf,elle sabandonne à oenone elle lui permet de tout dire pourvu quelle la sauve laccueil même quelle,Racine
BRITANNICUS.pdf,songezvous dans quel sang vous allez vous baigner néron dans tous les coeurs estil las de régner,Racine
HORACE.pdf,navoueront point un combat plein de crimesavouer dans le langage de la jen espère beaucoup puisquil,Corneille
HORACE.pdf,doit plus agir que discourir lattention de lauditeur déjà lassée se rebute de ces conclusions qui,Corneille
MENTEUR.pdf,quelquun lentend mieux je lirai dire à rome dorante elle ne me hait pas à ce compte sabine elle non,Corneille
CID.pdf,courage jen cache les deux tiers aussitôt quarrivés dans le fond des vaisseaux qui lors furent,Corneille
MENTEUR.pdf,ce grand excès damour que je tai témoigné na point touché ton coeur ou ne la point gagné ingrat tu,Corneille
CID.pdf,astu du coeur don rodrigue tout autre que mon père léprouverait sur lheure don diègue agréable,Corneille
MENTEUR.pdf,mais enfin vous navez que mépris pour clarice dorante mais enfin vous savez le noeud de lartifice,Corneille
IPHIGENIE.pdf,à peine de trois mille livres damende confiscation des exemplaires et autres peines portées par le,Racine
ANDROMAQUE.pdf,laissemoi des périls dont jattends tout le fruit porte aux grecs cet enfant que pyrrhus mabandonne,Racine
IPHIGENIE.pdf,l pour les lieux et les personnes le dictionnaire universel dhistoire et de géographie de mn,Racine
MORTPOMPEE.pdf,les plus significatifs ciddes notes explicitent les sens vieillis ou perdus de mots ou expressions,Corneille
ILLUSIONCOMIQUE.pdf,derrière lequel sont en parade les plus beaux habits des comédiens jugez de votre fils par un tel,Corneille
MENTEUR.pdf,faisait duel aux superbes dehors du palais cardinal toute une ville entière avec pompe bâtie semble,Corneille
ATHALIE.pdf,vous rends le dépôt que vous mavez commis scène viii joad josabet joas zacharie abner salomith,Racine
CINNA.pdf,seigneur pour sauver rome il faut quelle sunisse en la main dun bon chef à qui tout obéisse si vous,Corneille
CID.pdf,on ma dit quelle laime et je vais léprouver montrez un oeil plus triste scène v don fernand don,Corneille
BERENICE.pdf,titus hélas quel mot puisje lui dire moimême en ce moment saisje si je respire scène viii titus,Racine
POLYEUCTE.pdf,vaine idée avec si peu deffet quil ne peut espérer ni craindre tout à fait sévère incessamment,Corneille
BRITANNICUS.pdf,trône où le sang la dû faire monter britannicus par moi sest vu précipiter par moi seule éloigné de,Racine
ANDROMAQUE.pdf,votre ilion encor peut sortir de sa cendre je puis en moins de temps que les grecs ne lont pris,Racine
HORACE.pdf,savezvous point que de cette maison pour camille et pour moi lon fait une prison julie on nous,Corneille
MENTEUR.pdf,nuit toute entière clarice après alcippe quoi sans rougir clarice rougir à quel propos alcippe tu,Corneille
MORTPOMPEE.pdf,attendant des autels recevez ces victimes bien dautres vont les suivre et toi cours au palais,Corneille
MITHRIDATE.pdf,seraient suivis si jen croyais seigneur les voeux de votre fils,Racine
MITHRIDATE.pdf,quà ses fils il ne puisse dicter que les conditions quils voudront accepter xipharès je sais quel,Racine
PLAIDEURS.pdf,lier les mains aux gens de votre sorte mais cette pension madame estelle forte la comtesse je nen,Racine
POLYEUCTE.pdf,mimportunant moins scène v félix albin félix albin comme estil mort albin en brutal en impie en,Corneille
ANDROMAQUE.pdf,hector tomba sous lui troie expira sous vous et vous avez montré par une heureuse audace que le,Racine
PLACEROYALE.pdf,méritent pas moins phylis de vrai si vous valiez beaucoup plus que les autres je devrais dédaigner,Corneille
ATHALIE.pdf,dit expressément que dieu nextermina pas toute la famille de joram voulant conserver à david la,Racine
PHEDRE.pdf,acte iv scène première thésée oenone thésée ah questce que jentends un traître un téméraire,Racine
CID.pdf,deux ni vaincu ni vainqueur elvire ce serait vous traiter avec trop de rigueur ce combat pour votre,Corneille
ANDROMAQUE.pdf,lardeur leur a servi dexemple je les ai pour vous seule entraînés dans le temple,Racine
ANDROMAQUE.pdf,ainsi que quand la compréhension est sérieusement remise en cause une note lindique dans les cas,Racine
PHEDRE.pdf,lont vu les enfers volage adorateur de mille objets divers qui va du dieu des morts déshonorer la,Racine
ATHALIE.pdf,de proposition et cette partie était encore distinguée du saint des saints où était larche et où le,Racine
ANDROMAQUE.pdf,ses pas jirai revoir son père ainsi tous trois seigneur par vos soins réunis nous vous pyrrhus,Racine
CID.pdf,faire à rodrigue la loi du combat quil propose à chimène avant que de le permettre à don sanche,Corneille
POLYEUCTE.pdf,belle âme est haute autant que malheureuse mais elle est inhumaine autant que généreuse pauline et,Corneille
BERENICE.pdf,macédoine qui prétendait quune chanson nétait pas selon les règles a dieu ne plaise seigneur que,Racine
POLYEUCTE.pdf,valeur vous donne vous auriez ajouté léclat dune couronne quand je vous aurais vu quand je laurais,Corneille
MENTEUR.pdf,comprends rien jai ditil toute nuit souffert son entretien il me parle de bal de danse de musique,Corneille
ANDROMAQUE.pdf,votre fils cessons de nous haïr à le sauver enfin cest moi qui vous convie fautil que mes soupirs,Racine
MORTPOMPEE.pdf,à monseigneur léminentissime cardinal mazarin monseigneur je présente le grand pompée à votre,Corneille
BRITANNICUS.pdf,fidélité césar sen soit remis laissez les pleurs madame à vos seuls ennemis quils mettent ce,Racine
BRITANNICUS.pdf,dispensé de lâge pour le consulat tant de grands hommes qui avaient mérité ce privilège,Racine
BERENICE.pdf,minformai sils se plaignaient quelle les eût ennuyés on me dit quils avouaient tous quelle,Racine
ATHALIE.pdf,bontés dans lhorreur qui nous environne nentendstu que la voix de nos iniquités nestu plus le dieu,Racine
POLYEUCTE.pdf,ai de violents jen ai de pitoyables jen ai de généreux qui noseraient agir jen ai même de bas et,Corneille
ILLUSIONCOMIQUE.pdf,votre âme matamore ils vous sont tous acquis et pour vous faire voir que vous avez sur eux un,Corneille
PHEDRE.pdf,secourir thésée ô ciel oenone est morte et phèdre veut mourir quon rappelle mon fils quil vienne se,Racine
MORTPOMPEE.pdf,eu pour moi plus de scrupule et que sil meût vaincu votre esprit complaisant lui faisait de ma tête,Corneille
RODOGUNE.pdf,yeux dune mère cruelle jimpute tout au sort qui ma fait naître delle je conserve pourtant encore un,Corneille
POLYEUCTE.pdf,du récit des blasphèmes quils ont vomis tous deux contre jupiter mêmes ladultère et linceste en,Corneille
CID.pdf,elvire vous ne croiriez jamais comme chacun ladmire et porte jusquau ciel dune commune voix de ce,Corneille
PHEDRE.pdf,y reçoit un châtiment soudain et craignant dy trouver la mort inévitable le mensonge na point de,Racine
CINNA.pdf,perd trop dinnocents pour punir un coupable jose tout contre lui mais je crains tout pour eux,Corneille
MENTEUR.pdf,mémoire soins ne se brouiller jamais et rougir encore moins mais la fenêtre souvre approchons scène,Corneille
CINNA.pdf,stupide non que votre colère ou la mort mintimide je vois quon ma trahi vous my voyez rêver et jen,Corneille
PHEDRE.pdf,interpréter sa phèdre une actrice qui fût capable de rivaliser avec la champmeslé soit parce quil,Racine
ATHALIE.pdf,que distu quand tu vois louer le dieu de limpie étrangère et blasphémer le nom quont adoré tes rois,Racine
PLACEROYALE.pdf,la guerre je reconnais assez mes imperfections et quelque part que jaie en tes affections cest,Corneille
PLACEROYALE.pdf,me pouvez haïr jusquà me la remettre un cloître désormais bornera mes desseins cest là que je,Corneille
MITHRIDATE.pdf,facile à sapaiser,Racine
PLACEROYALE.pdf,perfidie mon coeur sest révolté contre ses lâches traits et qui na point de foi na point pour moi,Corneille
MITHRIDATE.pdf,et lautre en montrant xipharès mon sort de sa tendresse et de votre amitié veut dautres sentiments,Racine
POLYEUCTE.pdf,cest un trait de prudence sans vous en affliger présumez avec moi quil est plus à propos quil vous,Corneille
ANDROMAQUE.pdf,les croyez hermione vengezmoi je crois tout oreste hé bien allons madame mettons encore un coup,Racine
ILLUSIONCOMIQUE.pdf,prisons quil gardait aujourdhui étaient le plus grand bien de son frère et de lui moi de dire,Corneille
CID.pdf,soutenir labord là si tu veux mourir trouve une belle mort prendsen loccasion puisquelle test,Corneille
RODOGUNE.pdf,rappelés que pour servir sa rage de ses pleurs tant vantés je découvre le fard nous avons en son,Corneille
POLYEUCTE.pdf,principalement le dictionnaire universel antoine furetière f le dictionnaire de richelet r mais,Corneille
IPHIGENIE.pdf,vous rendez larbitre ses rois à vous ouïr mont paré dun vain titre fier de votre valeur tout si je,Racine
ILLUSIONCOMIQUE.pdf,de foi lyse cela fut bon jadis mais au temps où nous sommes ni lhymen ni la foi nobligent plus les,Corneille
ILLUSIONCOMIQUE.pdf,encore de troubler le silence jai cru pour men défaire et môter de souci que le meilleur était de,Corneille
CINNA.pdf,et saistu qui je suis maxime en faveur de cinna je fais ce que je puis et tâche à garantir de ce,Corneille
CINNA.pdf,si tu me veux haïr haismoi sans plus rien feindre si tu me veux aimer aimemoi sans me craindre de,Corneille
CINNA.pdf,main odieuse ils tiennent lieu doffenses plus nous en prodiguons à qui nous peut haïr plus darmes,Corneille
BERENICE.pdf,aujourdhui titus ne prétend plus lui plaire songez que votre hymen lui devient nécessaire antiochus,Racine
MENTEUR.pdf,aime à demi de maltraiter le monde il nen a cette nuit reçu que des mépris chère amie après tout,Corneille
BAJAZET.pdf,dans une tragédie la mère de xerxes qui était peutêtre encore vivante et de faire représenter sur,Racine
BERENICE.pdf,jabandonne un ingrat qui me perd sans regret il lit une lettre vous mavez arraché ce que je viens,Racine
POLYEUCTE.pdf,suivrai partout et mourrai si tu meurs polyeucte ne suivez point mes pas ou quittez vos erreurs,Corneille
POLYEUCTE.pdf,pour la mériter voyonsla fabian ton discours mimportune allons mettre à ses pieds cette haute,Corneille
RODOGUNE.pdf,du jour timagène à cléopâtre madame il a parlé sa main est innocente cléopâtre à timagène la tienne,Corneille
MORTPOMPEE.pdf,dont il vient dimmoler le malheureux pompée septime par césar indignement chassé dans un tel,Corneille
PHEDRE.pdf,partons et quelque prix quil en puisse coûter mettons le sceptre aux mains dignes de le porter,Racine
MORTPOMPEE.pdf,pour un larcin que je lui eusse fait jai parlé en lexamen de polyeucte de ce que je trouve à dire,Corneille
RODOGUNE.pdf,un roi quafin de couronner celle que dans les fers elle aimait à gêner rodogune par elle en esclave,Corneille
ANDROMAQUE.pdf,dislui par quels exploits leurs noms ont éclaté plutôt ce quils ont fait que ce quils ont été,Racine
PLAIDEURS.pdf,depuis quand plaidezvous la comtesse il ne men souvient pas depuis trente ans au plus chicanneau ce,Racine
HORACE.pdf,faisonsnous romains ditil et quel démon nous fait venir aux mains souffrons que la raison éclaire,Corneille
MORTPOMPEE.pdf,ordonne et sans vouloir quil tremble ou shumilie souvienstoi seulement que je suis cornélie césar ô,Corneille
MENTEUR.pdf,comme nous et pour vous en parler avec toute franchise si vous navez jamais pour bru que cette,Corneille
PLACEROYALE.pdf,vante son heur lautre son trait desprit lun et lautre à la fois me perd me désespère et je puis,Corneille
BRITANNICUS.pdf,char dans la carrière à disputer des prix indignes de ses mains à se donner luimême en spectacle,Racine
BAJAZET.pdf,théâtre du palaisroyal alexandre le grand représentée pour le première fois le décembre au théâtre,Racine
RODOGUNE.pdf,foudre donnezmoi rodogune lempêchant de prendre la coupe quoi seigneur antiochus vous marrêtez en,Corneille
POLYEUCTE.pdf,mienne le coup à lun et lautre en sera précieux puisquil tassure en terre en mélevant aux cieux,Corneille
MITHRIDATE.pdf,et de le voir heureux les rigueurs dun devoir contraire à tous vos voeux vous nen sauriez seigneur,Racine
RODOGUNE.pdf,pour ceindre une autre tête en sa présence même soit quainsi sa vengeance eût plus dindignité soit,Corneille
BRITANNICUS.pdf,à dessein de vous entretenir quoi quil en soit si jose expliquer ma pensée ne vous souvenez plus,Racine
MENTEUR.pdf,dune telle cuisine fût descendu du ciel dedans quelque machine quiconque le peut croire ainsi que,Corneille
BAJAZET.pdf,digne de la servir tu me retiens en vain et dès cette même heure il faut que je le voie ou du moins,Racine
ATHALIE.pdf,peinture il fait naître et mûrir les fruits il leur dispense avec mesure et la chaleur des jours et,Racine
PHEDRE.pdf,phèdre insensée où suisje et quaije dit où laisséje égarer mes voeux et mon esprit je lai perdu les,Racine
CID.pdf,caprice où votre humeur sobstine vous ne méritez pas lamant quon vous destine et nous verrons du,Corneille
BERENICE.pdf,sens bien que sans vous je ne saurais plus vivre que mon coeur de moimême est prêt à séloigner mais,Racine
ATHALIE.pdf,jai déjà su ranger un peuple obéissant et prompt à vous venger entrez généreux chefs des familles,Racine
CID.pdf,leurs suffrages au plaisir que leur a donné sa représentation bien que ce soit celui de tous mes,Corneille
MORTPOMPEE.pdf,le tenez que pour en faire hommage aux pieds dun si grand homme ptolémée au sortir de pharsale,Corneille
CINNA.pdf,contre vos bontés dautant plus se mutine lui seul combat encor les vertueux efforts que sur les,Corneille
IPHIGENIE.pdf,ne vous a point promis un bonheur sans mélange bientôt mais quels malheurs dans ce billet tracés,Racine
BERENICE.pdf,mais toujours la patrie et la gloire ont parmi les romains remporté la victoire je sais quen vous,Racine
PLAIDEURS.pdf,le bon monsieur le bon lintimé monsieur chicanneau fripon méchant maraud fourbe vous êtes un fripon,Racine
PHEDRE.pdf,fit tout ce quil put en général habile et désespéré pour ramener la multitude et faire entendre,Racine
RODOGUNE.pdf,vous lui faites et je vois quel amour vous avez pour tous deux plus que vous ne pensez et plus que,Corneille
MITHRIDATE.pdf,laissait peu de place au courage mes soldats presque nus dans lombre intimidés les rangs de toutes,Racine
ANDROMAQUE.pdf,assez pour moi que je me sois soumis par mes ambassadeurs mon coeur vous fut promis loin de les,Racine
ILLUSIONCOMIQUE.pdf,tout le forfait est de mavoir aimée et dêtre trop parfait oui clindor tes vertus et ton feu,Corneille
MORTPOMPEE.pdf,laisse choir le fardeau quelle ne peut porter ptolémée vous dites vrai ma soeur et ces effets,Corneille
PLAIDEURS.pdf,tribunal où il est déféré l chicanneau de grâce rendezles moi plutôt lintimé suffit quils soient,Racine
POLYEUCTE.pdf,discours ô néarque si je ne me croyais point indigne daller à lui sans être initié de ses mystères,Corneille
ANDROMAQUE.pdf,phoenix seigneur pyrrhus une autre fois je touvrirai mon âme andromaque paraît scène iv pyrrhus,Racine
PHEDRE.pdf,jai vu des mortels périr le plus aimable et jose dire encor seigneur le moins coupable thésée mon,Racine
PHEDRE.pdf,lhippolyte français conservât toute la pudeur virginale de lhippolyte grec mais noublions pas quun,Racine
ILLUSIONCOMIQUE.pdf,craindre aux deux bouts de la terre le front ceint de lauriers daigne bien quelquefois,Corneille
IPHIGENIE.pdf,défense de mon auteur je,Racine
MENTEUR.pdf,famille jajoute à ce discours que je brûle de voir celle qui de mes ans devient lunique espoir que,Corneille
BRITANNICUS.pdf,mais le peuple prend ici junie sous sa protection et jai cru quen considération de sa naissance de,Racine
BERENICE.pdf,retiennent ici il faut que je le voie ah seigneur vous voici hé bien il est donc vrai que titus,Racine
CID.pdf,pouvait défendre moimême je donnai ce que je nosais prendre je mis au lieu de moi chimène en ses,Corneille
BERENICE.pdf,mourir à vos yeux avant que den venir à ces cruels adieux les obstacles semblaient renouveler ma,Racine
CID.pdf,ont plus de justesse dans lirrégularité de lauteur espagnol rodrigue nosant plus se montrer à la,Corneille
BRITANNICUS.pdf,son père en adoptant néron claudius par son choix de son fils et du vôtre a confondu les droits,Racine
BRITANNICUS.pdf,vous labandonnez plus longtemps sans secours,Racine
HORACE.pdf,de ceux de leur famille en lune je suis femme en lautre je suis fille et tiens à toutes deux par de,Corneille
MORTPOMPEE.pdf,de lui,Corneille
RODOGUNE.pdf,des deux est tout à fait de linvention de son auteur ils pourront encore jeter loeil sur liphigénie,Corneille
MORTPOMPEE.pdf,quà lenvi ma suite et votre cour préparent pour demain la pompe dun beau jour où dans un digne,Corneille
BRITANNICUS.pdf,macquitte envers vous je ne mexplique point si vous voulez mentendre suivezmoi chez pallas où je,Racine
CID.pdf,vaillance lui couronnant le front vous impose silence que la loi du combat étouffe vos soupirs et,Corneille
CID.pdf,dautres effets elle peut dédaigner le soin de me défendre on sait que mon courage ose tout,Corneille
PHEDRE.pdf,lexil de son fils un père en punissant madame est toujours père un supplice léger suffit à sa,Racine
PLAIDEURS.pdf,chicanneau et le fait assigner pour certaine parole disant quil la voudrait faire passer pour folle,Racine
BRITANNICUS.pdf,vengeance au rang des parricides narcisse et prenezvous seigneur leurs caprices pour guides,Racine
PLACEROYALE.pdf,voulais prétendre les fruits de mon travail nêtre pas pour cléandre à ces conditions mon bonheur me,Corneille
ATHALIE.pdf,daction qui fait que leur théâtre ne demeure jamais vide les intervalles des actes nétant marqués,Racine
RODOGUNE.pdf,ce nest plus de sa main quil nous le faut attendre il est il est à nous si nous osons le prendre,Corneille
BAJAZET.pdf,les deux premières tragédies ont été représentées par le troupe de molière au théâtre du,Racine
BRITANNICUS.pdf,premières années de son règne qui ont été heureuses comme lon sait ainsi il ne ma pas été permis de,Racine
BAJAZET.pdf,elle veut acomat que je lépouse acomat hé bien lusage des sultans à ses vœux est contraire mais cet,Racine
ILLUSIONCOMIQUE.pdf,honte que je mourais de peur quon vous en fît le conte mais depuis quatre jours votre amant arrêté,Corneille
POLYEUCTE.pdf,triste joug mourir comme elle est née pauline que distu malheureux quosestu souhaiter polyeucte ce,Corneille
RODOGUNE.pdf,mais je ne réponds pas que ce coeur inhumain ne veuille à leur refus sarmer dune autre main je vous,Corneille
POLYEUCTE.pdf,malgré moi me renvoyez au jour ô sort qui redonniez lespoir à mon amour reprenez la faveur que vous,Corneille
RODOGUNE.pdf,couronne aujourdhui elle sera sa mère et pourra tout sur lui laonice qui que ce soit des deux je,Corneille
CINNA.pdf,vous ainsi la liberté ne peut plus être utile quà former les fureurs dune guerre civile lorsque par,Corneille
MORTPOMPEE.pdf,cléopâtre un si prompt châtiment vous doit être bien doux cornélie sil a quelque douceur elle nest,Corneille
